workerid,proliferate.condition,condition,first_response_value,item_number,item_type,lexicalization,response,sentence,trial_sequence_total,unique_id,wrong_attempts,error
19,Experiment Group,nonhuman,,,test,11,0.96,The mountain territories span the peaceful countryside,23,112,,
19,Experiment Group,ungrammatical,,,filler,1014,0.01,The secret protects lock the safe,24,1014,,
19,Experiment Group,grammatical,,,filler,1005,0.96,The wrecking ball demolishes the decrepit building,25,1005,,
19,Experiment Group,ungrammatical,,,filler,1021,0.02,The broken fixes truck engineer the,26,1021,,
19,Experiment Group,grammatical,,,filler,1004,0.98,The monkey eats the ripe banana,27,1004,,
19,Experiment Group,nonhuman,,,test,10,0.96,The old fence encloses the backyard,28,102,,
19,Experiment Group,ungrammatical,,,filler,1020,0.01,The valuable the shelf jewelry stores,29,1020,,
19,Experiment Group,ungrammatical,,,filler,1022,0.03,The dying the cable computer charges,30,1022,,
19,Experiment Group,grammatical,,,filler,1002,0.99,The musician plays the lovely violin,31,1002,,
19,Experiment Group,ungrammatical,,,filler,1023,0.03,The acclaimed honors artists gala the,32,1023,,
19,Experiment Group,human,,,test,6,0.97,The astronomer orbits the newly discovered planet,33,61,,
19,Experiment Group,grammatical,,,filler,1012,0.96,The basket holds the expensive cheeses,34,1012,,
19,Experiment Group,grammatical,,,filler,1001,0.98,The gopher chases the fearful rabbit,35,1001,,
19,Experiment Group,nonhuman,,,test,5,0.95,The car runs on clean energy,36,52,,
24,Experiment Group,,,practice_good,practice_good,,0.97,,0,,0,
24,Experiment Group,,,practice_bad,practice_bad,,0.09,,0,,0,
24,Experiment Group,grammatical,,,filler,1011,0.98,The hammer smashes the fragile glass,1,1011,,
24,Experiment Group,grammatical,,,filler,1007,0.98,The librarian shelves the heavy book,2,1007,,
24,Experiment Group,human,,,test,6,0.93,The astronomer orbits the newly discovered planet,3,61,,
24,Experiment Group,grammatical,,,filler,1004,0.99,The monkey eats the ripe banana,4,1004,,
24,Experiment Group,ungrammatical,,,filler,1022,0.04,The dying the cable computer charges,5,1022,,
24,Experiment Group,ungrammatical,,,filler,1014,0.06,The secret protects lock the safe,6,1014,,
24,Experiment Group,ungrammatical,,,filler,1019,0.06,The difficult grades exam assistant the teaching,7,1019,,
24,Experiment Group,nonhuman,,,test,8,0.97,The dedicated team totals eight athletes,8,82,,
24,Experiment Group,ungrammatical,,,filler,1013,0.11,The messy cleans student room the,9,1013,,
24,Experiment Group,grammatical,,,filler,1009,0.97,The knight protects the guarded fortress,10,1009,,
24,Experiment Group,grammatical,,,filler,1008,0.97,The child plays the loud drums,11,1008,,
24,Experiment Group,grammatical,,,filler,1006,0.88,The horse chews the sweet apple,12,1006,,
24,Experiment Group,nonhuman,,,test,2,0.95,The jar contains all the marbles,13,22,,
24,Experiment Group,grammatical,,,filler,1012,0.94,The basket holds the expensive cheeses,14,1012,,
24,Experiment Group,human,,,test,11,0.97,The queen spans the peaceful countryside,15,111,,
24,Experiment Group,ungrammatical,,,filler,1017,0.08,The steady the sails captain ship,16,1017,,
24,Experiment Group,human,,,test,1,0.04,The author consists of 10 passages,17,11,,
24,Experiment Group,ungrammatical,,,filler,1015,0.08,The wet heats dryer the clothes,18,1015,,
24,Experiment Group,grammatical,,,filler,1005,0.96,The wrecking ball demolishes the decrepit building,19,1005,,
24,Experiment Group,human,,,test,4,0.9,The dancer includes Spanish flamenco ,20,41,,
24,Experiment Group,grammatical,,,filler,1002,0.95,The musician plays the lovely violin,21,1002,,
24,Experiment Group,ungrammatical,,,filler,1016,0.13,The sore the athlete massages muscles,22,1016,,
24,Experiment Group,human,,,test,3,0.24,The baker is composed of ice cream and meringue,23,31,,
24,Experiment Group,ungrammatical,,,filler,1024,0.1,The blank the painter canvas admires,24,1024,,
24,Experiment Group,nonhuman,,,test,10,0.96,The old fence encloses the backyard,25,102,,
24,Experiment Group,ungrammatical,,,filler,1021,0.04,The broken fixes truck engineer the,26,1021,,
24,Experiment Group,ungrammatical,,,filler,1023,0.06,The acclaimed honors artists gala the,27,1023,,
24,Experiment Group,nonhuman,,,test,5,0.99,The car runs on clean energy,28,52,,
24,Experiment Group,grammatical,,,filler,1003,0.98,The woman washes the dirty dishes,29,1003,,
24,Experiment Group,nonhuman,,,test,7,0.95,The new island borders the coral reef,30,72,,
24,Experiment Group,ungrammatical,,,filler,1018,0.02,The dangerous mixes chemicals scientist the,31,1018,,
24,Experiment Group,ungrammatical,,,filler,1020,0.08,The valuable the shelf jewelry stores,32,1020,,
24,Experiment Group,nonhuman,,,test,12,0.96,The kitchen features the brick oven,33,122,,
24,Experiment Group,grammatical,,,filler,1010,0.95,The editor mentors the stressed writer,34,1010,,
24,Experiment Group,grammatical,,,filler,1001,0.92,The gopher chases the fearful rabbit,35,1001,,
24,Experiment Group,human,,,test,9,0.98,The girls house only international students,36,91,,
27,Experiment Group,,,practice_good,practice_good,,0.99,,0,,0,
27,Experiment Group,,,practice_bad,practice_bad,,0,,0,,0,
27,Experiment Group,nonhuman,,,test,12,1,The kitchen features the brick oven,1,122,,
27,Experiment Group,grammatical,,,filler,1002,0.67,The musician plays the lovely violin,2,1002,,
27,Experiment Group,human,,,test,6,0.99,The astronomer orbits the newly discovered planet,3,61,,
27,Experiment Group,ungrammatical,,,filler,1023,0.02,The acclaimed honors artists gala the,4,1023,,
27,Experiment Group,grammatical,,,filler,1011,0.85,The hammer smashes the fragile glass,5,1011,,
27,Experiment Group,grammatical,,,filler,1007,0.66,The librarian shelves the heavy book,6,1007,,
27,Experiment Group,ungrammatical,,,filler,1022,0,The dying the cable computer charges,7,1022,,
27,Experiment Group,ungrammatical,,,filler,1020,0,The valuable the shelf jewelry stores,8,1020,,
27,Experiment Group,grammatical,,,filler,1004,0.98,The monkey eats the ripe banana,9,1004,,
27,Experiment Group,human,,,test,7,0.83,The cartographer borders the coral reef,10,71,,
27,Experiment Group,grammatical,,,filler,1001,0.98,The gopher chases the fearful rabbit,11,1001,,
27,Experiment Group,ungrammatical,,,filler,1024,0,The blank the painter canvas admires,12,1024,,
27,Experiment Group,ungrammatical,,,filler,1018,0.02,The dangerous mixes chemicals scientist the,13,1018,,
27,Experiment Group,human,,,test,10,0.26,The man encloses the backyard,14,101,,
27,Experiment Group,ungrammatical,,,filler,1013,0.01,The messy cleans student room the,15,1013,,
27,Experiment Group,grammatical,,,filler,1006,0.99,The horse chews the sweet apple,16,1006,,
27,Experiment Group,human,,,test,9,0.02,The girls house only international students,17,91,,
27,Experiment Group,ungrammatical,,,filler,1019,0.02,The difficult grades exam assistant the teaching,18,1019,,
27,Experiment Group,human,,,test,2,0.29,The girl contains all the marbles,19,21,,
27,Experiment Group,ungrammatical,,,filler,1016,0,The sore the athlete massages muscles,20,1016,,
27,Experiment Group,grammatical,,,filler,1009,1,The knight protects the guarded fortress,21,1009,,
27,Experiment Group,nonhuman,,,test,1,0.99,The new book consists of 10 passages,22,12,,
27,Experiment Group,ungrammatical,,,filler,1021,0.01,The broken fixes truck engineer the,23,1021,,
27,Experiment Group,nonhuman,,,test,3,0.74,The baked Alaska is composed of ice cream and meringue,24,32,,
27,Experiment Group,ungrammatical,,,filler,1014,0.01,The secret protects lock the safe,25,1014,,
27,Experiment Group,ungrammatical,,,filler,1017,0.01,The steady the sails captain ship,26,1017,,
27,Experiment Group,ungrammatical,,,filler,1015,0,The wet heats dryer the clothes,27,1015,,
27,Experiment Group,grammatical,,,filler,1008,0.99,The child plays the loud drums,28,1008,,
27,Experiment Group,nonhuman,,,test,5,0.99,The car runs on clean energy,29,52,,
27,Experiment Group,grammatical,,,filler,1010,0.86,The editor mentors the stressed writer,30,1010,,
27,Experiment Group,nonhuman,,,test,8,0.99,The dedicated team totals eight athletes,31,82,,
27,Experiment Group,grammatical,,,filler,1012,0.99,The basket holds the expensive cheeses,32,1012,,
27,Experiment Group,human,,,test,4,0.31,The dancer includes Spanish flamenco ,33,41,,
27,Experiment Group,grammatical,,,filler,1003,0.98,The woman washes the dirty dishes,34,1003,,
27,Experiment Group,nonhuman,,,test,11,0.97,The mountain territories span the peaceful countryside,35,112,,
27,Experiment Group,grammatical,,,filler,1005,0.99,The wrecking ball demolishes the decrepit building,36,1005,,
8,Experiment Group,,,practice_good,practice_good,,0.97,,0,,0,
8,Experiment Group,,,practice_bad,practice_bad,,0.01,,0,,0,
8,Experiment Group,human,,,test,6,1,The astronomer orbits the newly discovered planet,1,61,,
8,Experiment Group,ungrammatical,,,filler,1016,0.01,The sore the athlete massages muscles,2,1016,,
8,Experiment Group,ungrammatical,,,filler,1020,0,The valuable the shelf jewelry stores,3,1020,,
8,Experiment Group,grammatical,,,filler,1008,0.98,The child plays the loud drums,4,1008,,
8,Experiment Group,nonhuman,,,test,2,0.99,The jar contains all the marbles,5,22,,
8,Experiment Group,ungrammatical,,,filler,1013,0,The messy cleans student room the,6,1013,,
8,Experiment Group,grammatical,,,filler,1009,0.99,The knight protects the guarded fortress,7,1009,,
8,Experiment Group,grammatical,,,filler,1002,0.98,The musician plays the lovely violin,8,1002,,
8,Experiment Group,nonhuman,,,test,10,0.98,The old fence encloses the backyard,9,102,,
8,Experiment Group,grammatical,,,filler,1011,0.98,The hammer smashes the fragile glass,10,1011,,
8,Experiment Group,ungrammatical,,,filler,1021,0.01,The broken fixes truck engineer the,11,1021,,
8,Experiment Group,nonhuman,,,test,1,0.98,The new book consists of 10 passages,12,12,,
8,Experiment Group,ungrammatical,,,filler,1023,0.01,The acclaimed honors artists gala the,13,1023,,
8,Experiment Group,human,,,test,5,0.98,The environmentalist runs on clean energy,14,51,,
8,Experiment Group,ungrammatical,,,filler,1019,0.01,The difficult grades exam assistant the teaching,15,1019,,
8,Experiment Group,ungrammatical,,,filler,1017,0,The steady the sails captain ship,16,1017,,
8,Experiment Group,grammatical,,,filler,1007,0.98,The librarian shelves the heavy book,17,1007,,
8,Experiment Group,human,,,test,7,0.99,The cartographer borders the coral reef,18,71,,
8,Experiment Group,grammatical,,,filler,1003,0.98,The woman washes the dirty dishes,19,1003,,
8,Experiment Group,ungrammatical,,,filler,1018,0.02,The dangerous mixes chemicals scientist the,20,1018,,
8,Experiment Group,human,,,test,3,0.98,The baker is composed of ice cream and meringue,21,31,,
8,Experiment Group,grammatical,,,filler,1004,0.98,The monkey eats the ripe banana,22,1004,,
8,Experiment Group,nonhuman,,,test,8,1,The dedicated team totals eight athletes,23,82,,
8,Experiment Group,ungrammatical,,,filler,1014,0.01,The secret protects lock the safe,24,1014,,
8,Experiment Group,grammatical,,,filler,1005,0.98,The wrecking ball demolishes the decrepit building,25,1005,,
8,Experiment Group,ungrammatical,,,filler,1022,0.01,The dying the cable computer charges,26,1022,,
8,Experiment Group,human,,,test,9,0.01,The girls house only international students,27,91,,
8,Experiment Group,ungrammatical,,,filler,1024,0.01,The blank the painter canvas admires,28,1024,,
8,Experiment Group,grammatical,,,filler,1012,0.98,The basket holds the expensive cheeses,29,1012,,
8,Experiment Group,human,,,test,11,0.99,The queen spans the peaceful countryside,30,111,,
8,Experiment Group,grammatical,,,filler,1010,0.99,The editor mentors the stressed writer,31,1010,,
8,Experiment Group,nonhuman,,,test,4,0.99,The intricate competition routine includes Spanish flamenco,32,42,,
8,Experiment Group,ungrammatical,,,filler,1015,0.01,The wet heats dryer the clothes,33,1015,,
8,Experiment Group,nonhuman,,,test,12,0.99,The kitchen features the brick oven,34,122,,
8,Experiment Group,grammatical,,,filler,1006,1,The horse chews the sweet apple,35,1006,,
8,Experiment Group,grammatical,,,filler,1001,0.99,The gopher chases the fearful rabbit,36,1001,,
35,Experiment Group,,,practice_good,practice_good,,0.96,,0,,0,
35,Experiment Group,,,practice_bad,practice_bad,,0.01,,0,,0,
35,Experiment Group,ungrammatical,,,filler,1013,0.01,The messy cleans student room the,1,1013,,
35,Experiment Group,grammatical,,,filler,1008,1,The child plays the loud drums,2,1008,,
35,Experiment Group,nonhuman,,,test,9,0.97,The new dormitory houses only international students,3,92,,
35,Experiment Group,ungrammatical,,,filler,1014,0.02,The secret protects lock the safe,4,1014,,
35,Experiment Group,grammatical,,,filler,1005,0.97,The wrecking ball demolishes the decrepit building,5,1005,,
35,Experiment Group,ungrammatical,,,filler,1019,0.01,The difficult grades exam assistant the teaching,6,1019,,
35,Experiment Group,grammatical,,,filler,1012,0.77,The basket holds the expensive cheeses,7,1012,,
35,Experiment Group,human,,,test,4,0.2,The dancer includes Spanish flamenco ,8,41,,
35,Experiment Group,ungrammatical,,,filler,1024,0.02,The blank the painter canvas admires,9,1024,,
35,Experiment Group,ungrammatical,,,filler,1017,0.02,The steady the sails captain ship,10,1017,,
35,Experiment Group,human,,,test,2,0.03,The girl contains all the marbles,11,21,,
35,Experiment Group,grammatical,,,filler,1006,0.98,The horse chews the sweet apple,12,1006,,
35,Experiment Group,grammatical,,,filler,1001,0.98,The gopher chases the fearful rabbit,13,1001,,
35,Experiment Group,human,,,test,7,0.97,The cartographer borders the coral reef,14,71,,
35,Experiment Group,grammatical,,,filler,1004,0.97,The monkey eats the ripe banana,15,1004,,
35,Experiment Group,grammatical,,,filler,1011,1,The hammer smashes the fragile glass,16,1011,,
35,Experiment Group,nonhuman,,,test,10,0.97,The old fence encloses the backyard,17,102,,
35,Experiment Group,ungrammatical,,,filler,1015,0.01,The wet heats dryer the clothes,18,1015,,
35,Experiment Group,ungrammatical,,,filler,1023,0.01,The acclaimed honors artists gala the,19,1023,,
35,Experiment Group,human,,,test,6,0.98,The astronomer orbits the newly discovered planet,20,61,,
35,Experiment Group,grammatical,,,filler,1009,0.98,The knight protects the guarded fortress,21,1009,,
35,Experiment Group,nonhuman,,,test,1,0.99,The new book consists of 10 passages,22,12,,
35,Experiment Group,ungrammatical,,,filler,1021,0,The broken fixes truck engineer the,23,1021,,
35,Experiment Group,nonhuman,,,test,8,1,The dedicated team totals eight athletes,24,82,,
35,Experiment Group,ungrammatical,,,filler,1020,0.01,The valuable the shelf jewelry stores,25,1020,,
35,Experiment Group,ungrammatical,,,filler,1016,0.01,The sore the athlete massages muscles,26,1016,,
35,Experiment Group,ungrammatical,,,filler,1022,0.02,The dying the cable computer charges,27,1022,,
35,Experiment Group,nonhuman,,,test,12,0.98,The kitchen features the brick oven,28,122,,
35,Experiment Group,grammatical,,,filler,1007,0.97,The librarian shelves the heavy book,29,1007,,
35,Experiment Group,human,,,test,5,0.67,The environmentalist runs on clean energy,30,51,,
35,Experiment Group,grammatical,,,filler,1002,1,The musician plays the lovely violin,31,1002,,
35,Experiment Group,ungrammatical,,,filler,1018,0.02,The dangerous mixes chemicals scientist the,32,1018,,
35,Experiment Group,nonhuman,,,test,11,0.98,The mountain territories span the peaceful countryside,33,112,,
35,Experiment Group,grammatical,,,filler,1003,0.99,The woman washes the dirty dishes,34,1003,,
35,Experiment Group,grammatical,,,filler,1010,1,The editor mentors the stressed writer,35,1010,,
35,Experiment Group,human,,,test,3,0.34,The baker is composed of ice cream and meringue,36,31,,
34,Experiment Group,,,practice_good,practice_good,,0.99,,0,,0,
34,Experiment Group,,,practice_bad,practice_bad,,0,,0,,0,
34,Experiment Group,nonhuman,,,test,1,0.99,The new book consists of 10 passages,1,12,,
34,Experiment Group,grammatical,,,filler,1003,0.99,The woman washes the dirty dishes,2,1003,,
34,Experiment Group,ungrammatical,,,filler,1024,0,The blank the painter canvas admires,3,1024,,
34,Experiment Group,human,,,test,5,0.99,The environmentalist runs on clean energy,4,51,,
34,Experiment Group,ungrammatical,,,filler,1020,0,The valuable the shelf jewelry stores,5,1020,,
34,Experiment Group,ungrammatical,,,filler,1013,0,The messy cleans student room the,6,1013,,
34,Experiment Group,ungrammatical,,,filler,1017,0.01,The steady the sails captain ship,7,1017,,
34,Experiment Group,ungrammatical,,,filler,1015,0,The wet heats dryer the clothes,8,1015,,
34,Experiment Group,nonhuman,,,test,6,0.99,The moon orbits the newly discovered planet,9,62,,
34,Experiment Group,grammatical,,,filler,1009,0.98,The knight protects the guarded fortress,10,1009,,
34,Experiment Group,grammatical,,,filler,1007,0.99,The librarian shelves the heavy book,11,1007,,
34,Experiment Group,nonhuman,,,test,9,0.99,The new dormitory houses only international students,12,92,,
34,Experiment Group,ungrammatical,,,filler,1018,0.01,The dangerous mixes chemicals scientist the,13,1018,,
34,Experiment Group,human,,,test,3,0,The baker is composed of ice cream and meringue,14,31,,
34,Experiment Group,grammatical,,,filler,1010,0.99,The editor mentors the stressed writer,15,1010,,
34,Experiment Group,grammatical,,,filler,1001,0.99,The gopher chases the fearful rabbit,16,1001,,
34,Experiment Group,human,,,test,8,0.99,The coach totals eight athletes,17,81,,
34,Experiment Group,grammatical,,,filler,1012,0.99,The basket holds the expensive cheeses,18,1012,,
34,Experiment Group,human,,,test,4,0.99,The dancer includes Spanish flamenco ,19,41,,
34,Experiment Group,grammatical,,,filler,1006,0.99,The horse chews the sweet apple,20,1006,,
34,Experiment Group,ungrammatical,,,filler,1023,0.01,The acclaimed honors artists gala the,21,1023,,
34,Experiment Group,grammatical,,,filler,1011,0.99,The hammer smashes the fragile glass,22,1011,,
34,Experiment Group,grammatical,,,filler,1008,0.99,The child plays the loud drums,23,1008,,
34,Experiment Group,grammatical,,,filler,1004,0.99,The monkey eats the ripe banana,24,1004,,
34,Experiment Group,nonhuman,,,test,11,0.98,The mountain territories span the peaceful countryside,25,112,,
34,Experiment Group,ungrammatical,,,filler,1021,0,The broken fixes truck engineer the,26,1021,,
34,Experiment Group,nonhuman,,,test,10,0.99,The old fence encloses the backyard,27,102,,
34,Experiment Group,grammatical,,,filler,1005,0.99,The wrecking ball demolishes the decrepit building,28,1005,,
34,Experiment Group,human,,,test,7,0.99,The cartographer borders the coral reef,29,71,,
34,Experiment Group,ungrammatical,,,filler,1014,0.01,The secret protects lock the safe,30,1014,,
34,Experiment Group,ungrammatical,,,filler,1019,0,The difficult grades exam assistant the teaching,31,1019,,
34,Experiment Group,nonhuman,,,test,12,0.99,The kitchen features the brick oven,32,122,,
34,Experiment Group,ungrammatical,,,filler,1016,0.98,The sore the athlete massages muscles,33,1016,,
34,Experiment Group,grammatical,,,filler,1002,0.99,The musician plays the lovely violin,34,1002,,
34,Experiment Group,human,,,test,2,0.99,The girl contains all the marbles,35,21,,
34,Experiment Group,ungrammatical,,,filler,1022,0.01,The dying the cable computer charges,36,1022,,
17,Experiment Group,,,practice_good,practice_good,,0.82,,0,,0,
17,Experiment Group,,0.7,practice_bad,practice_bad,,0.49,,0,,4,
17,Experiment Group,human,,,test,2,0.48,The girl contains all the marbles,1,21,,
17,Experiment Group,ungrammatical,,,filler,1021,0.26,The broken fixes truck engineer the,2,1021,,
17,Experiment Group,ungrammatical,,,filler,1024,0.2,The blank the painter canvas admires,3,1024,,
17,Experiment Group,ungrammatical,,,filler,1017,0.25,The steady the sails captain ship,4,1017,,
17,Experiment Group,ungrammatical,,,filler,1019,0.15,The difficult grades exam assistant the teaching,5,1019,,
17,Experiment Group,nonhuman,,,test,6,0.97,The moon orbits the newly discovered planet,6,62,,
17,Experiment Group,ungrammatical,,,filler,1013,0.06,The messy cleans student room the,7,1013,,
17,Experiment Group,human,,,test,10,0.97,The man encloses the backyard,8,101,,
17,Experiment Group,ungrammatical,,,filler,1014,0.2,The secret protects lock the safe,9,1014,,
17,Experiment Group,grammatical,,,filler,1001,0.96,The gopher chases the fearful rabbit,10,1001,,
17,Experiment Group,human,,,test,5,0.58,The environmentalist runs on clean energy,11,51,,
17,Experiment Group,grammatical,,,filler,1002,0.99,The musician plays the lovely violin,12,1002,,
17,Experiment Group,grammatical,,,filler,1010,0.99,The editor mentors the stressed writer,13,1010,,
17,Experiment Group,human,,,test,12,0.97,The chef features the brick oven,14,121,,
17,Experiment Group,grammatical,,,filler,1003,0.99,The woman washes the dirty dishes,15,1003,,
17,Experiment Group,ungrammatical,,,filler,1022,0.05,The dying the cable computer charges,16,1022,,
17,Experiment Group,grammatical,,,filler,1006,0.99,The horse chews the sweet apple,17,1006,,
17,Experiment Group,nonhuman,,,test,7,0.99,The new island borders the coral reef,18,72,,
17,Experiment Group,grammatical,,,filler,1005,0.98,The wrecking ball demolishes the decrepit building,19,1005,,
17,Experiment Group,ungrammatical,,,filler,1023,0.12,The acclaimed honors artists gala the,20,1023,,
17,Experiment Group,nonhuman,,,test,9,0.99,The new dormitory houses only international students,21,92,,
17,Experiment Group,grammatical,,,filler,1007,0.99,The librarian shelves the heavy book,22,1007,,
17,Experiment Group,grammatical,,,filler,1011,0.99,The hammer smashes the fragile glass,23,1011,,
17,Experiment Group,grammatical,,,filler,1004,0.99,The monkey eats the ripe banana,24,1004,,
17,Experiment Group,human,,,test,1,0.9,The author consists of 10 passages,25,11,,
17,Experiment Group,grammatical,,,filler,1012,0.99,The basket holds the expensive cheeses,26,1012,,
17,Experiment Group,nonhuman,,,test,3,0.98,The baked Alaska is composed of ice cream and meringue,27,32,,
17,Experiment Group,ungrammatical,,,filler,1016,0.99,The sore the athlete massages muscles,28,1016,,
17,Experiment Group,grammatical,,,filler,1009,1,The knight protects the guarded fortress,29,1009,,
17,Experiment Group,ungrammatical,,,filler,1020,0.26,The valuable the shelf jewelry stores,30,1020,,
17,Experiment Group,grammatical,,,filler,1008,1,The child plays the loud drums,31,1008,,
17,Experiment Group,nonhuman,,,test,4,0.99,The intricate competition routine includes Spanish flamenco,32,42,,
17,Experiment Group,ungrammatical,,,filler,1015,0.08,The wet heats dryer the clothes,33,1015,,
17,Experiment Group,human,,,test,11,0.97,The queen spans the peaceful countryside,34,111,,
17,Experiment Group,ungrammatical,,,filler,1018,0.1,The dangerous mixes chemicals scientist the,35,1018,,
17,Experiment Group,nonhuman,,,test,8,0.99,The dedicated team totals eight athletes,36,82,,
42,Experiment Group,,,practice_good,practice_good,,0.51,,0,,0,
42,Experiment Group,,,practice_bad,practice_bad,,0,,0,,0,
42,Experiment Group,grammatical,,,filler,1003,0.54,The woman washes the dirty dishes,1,1003,,
42,Experiment Group,grammatical,,,filler,1005,0.98,The wrecking ball demolishes the decrepit building,2,1005,,
42,Experiment Group,human,,,test,1,0.27,The author consists of 10 passages,3,11,,
42,Experiment Group,ungrammatical,,,filler,1020,0.03,The valuable the shelf jewelry stores,4,1020,,
42,Experiment Group,ungrammatical,,,filler,1022,0.01,The dying the cable computer charges,5,1022,,
42,Experiment Group,grammatical,,,filler,1012,0.98,The basket holds the expensive cheeses,6,1012,,
42,Experiment Group,grammatical,,,filler,1011,0.98,The hammer smashes the fragile glass,7,1011,,
42,Experiment Group,human,,,test,11,0.96,The queen spans the peaceful countryside,8,111,,
42,Experiment Group,grammatical,,,filler,1009,0.99,The knight protects the guarded fortress,9,1009,,
42,Experiment Group,ungrammatical,,,filler,1024,0,The blank the painter canvas admires,10,1024,,
42,Experiment Group,grammatical,,,filler,1002,0.82,The musician plays the lovely violin,11,1002,,
42,Experiment Group,ungrammatical,,,filler,1013,0,The messy cleans student room the,12,1013,,
42,Experiment Group,ungrammatical,,,filler,1015,0.03,The wet heats dryer the clothes,13,1015,,
42,Experiment Group,nonhuman,,,test,6,0.97,The moon orbits the newly discovered planet,14,62,,
42,Experiment Group,ungrammatical,,,filler,1021,0.01,The broken fixes truck engineer the,15,1021,,
42,Experiment Group,human,,,test,4,1,The dancer includes Spanish flamenco ,16,41,,
42,Experiment Group,ungrammatical,,,filler,1014,0.01,The secret protects lock the safe,17,1014,,
42,Experiment Group,nonhuman,,,test,5,1,The car runs on clean energy,18,52,,
42,Experiment Group,ungrammatical,,,filler,1023,0,The acclaimed honors artists gala the,19,1023,,
42,Experiment Group,ungrammatical,,,filler,1018,0.04,The dangerous mixes chemicals scientist the,20,1018,,
42,Experiment Group,ungrammatical,,,filler,1016,0.02,The sore the athlete massages muscles,21,1016,,
42,Experiment Group,grammatical,,,filler,1007,0.02,The librarian shelves the heavy book,22,1007,,
42,Experiment Group,grammatical,,,filler,1006,0.93,The horse chews the sweet apple,23,1006,,
42,Experiment Group,human,,,test,2,0.47,The girl contains all the marbles,24,21,,
42,Experiment Group,grammatical,,,filler,1001,0.97,The gopher chases the fearful rabbit,25,1001,,
42,Experiment Group,nonhuman,,,test,8,0.9,The dedicated team totals eight athletes,26,82,,
42,Experiment Group,grammatical,,,filler,1010,0.97,The editor mentors the stressed writer,27,1010,,
42,Experiment Group,human,,,test,12,0.67,The chef features the brick oven,28,121,,
42,Experiment Group,ungrammatical,,,filler,1019,0.03,The difficult grades exam assistant the teaching,29,1019,,
42,Experiment Group,nonhuman,,,test,9,0.98,The new dormitory houses only international students,30,92,,
42,Experiment Group,grammatical,,,filler,1004,0.97,The monkey eats the ripe banana,31,1004,,
42,Experiment Group,nonhuman,,,test,7,0.99,The new island borders the coral reef,32,72,,
42,Experiment Group,ungrammatical,,,filler,1017,0,The steady the sails captain ship,33,1017,,
42,Experiment Group,nonhuman,,,test,3,0.04,The baked Alaska is composed of ice cream and meringue,34,32,,
42,Experiment Group,grammatical,,,filler,1008,0.99,The child plays the loud drums,35,1008,,
42,Experiment Group,human,,,test,10,0.9,The man encloses the backyard,36,101,,
30,Experiment Group,,,practice_good,practice_good,,1,,0,,0,
30,Experiment Group,,,practice_bad,practice_bad,,0.03,,0,,0,
30,Experiment Group,nonhuman,,,test,7,0.74,The new island borders the coral reef,1,72,,
30,Experiment Group,ungrammatical,,,filler,1024,0.04,The blank the painter canvas admires,2,1024,,
30,Experiment Group,ungrammatical,,,filler,1021,0.04,The broken fixes truck engineer the,3,1021,,
30,Experiment Group,nonhuman,,,test,2,0.98,The jar contains all the marbles,4,22,,
30,Experiment Group,grammatical,,,filler,1005,0.48,The wrecking ball demolishes the decrepit building,5,1005,,
30,Experiment Group,nonhuman,,,test,3,0.9,The baked Alaska is composed of ice cream and meringue,6,32,,
30,Experiment Group,ungrammatical,,,filler,1014,0.02,The secret protects lock the safe,7,1014,,
30,Experiment Group,grammatical,,,filler,1004,0.98,The monkey eats the ripe banana,8,1004,,
30,Experiment Group,grammatical,,,filler,1001,0.74,The gopher chases the fearful rabbit,9,1001,,
30,Experiment Group,human,,,test,4,0.21,The dancer includes Spanish flamenco ,10,41,,
30,Experiment Group,ungrammatical,,,filler,1015,0.05,The wet heats dryer the clothes,11,1015,,
30,Experiment Group,grammatical,,,filler,1007,0.49,The librarian shelves the heavy book,12,1007,,
30,Experiment Group,grammatical,,,filler,1010,0.91,The editor mentors the stressed writer,13,1010,,
30,Experiment Group,human,,,test,9,0.21,The girls house only international students,14,91,,
30,Experiment Group,grammatical,,,filler,1011,0.99,The hammer smashes the fragile glass,15,1011,,
30,Experiment Group,ungrammatical,,,filler,1018,0.03,The dangerous mixes chemicals scientist the,16,1018,,
30,Experiment Group,grammatical,,,filler,1002,0.98,The musician plays the lovely violin,17,1002,,
30,Experiment Group,grammatical,,,filler,1003,0.97,The woman washes the dirty dishes,18,1003,,
30,Experiment Group,nonhuman,,,test,8,0.98,The dedicated team totals eight athletes,19,82,,
30,Experiment Group,ungrammatical,,,filler,1020,0.02,The valuable the shelf jewelry stores,20,1020,,
30,Experiment Group,grammatical,,,filler,1012,0.99,The basket holds the expensive cheeses,21,1012,,
30,Experiment Group,human,,,test,10,0.15,The man encloses the backyard,22,101,,
30,Experiment Group,ungrammatical,,,filler,1016,0.01,The sore the athlete massages muscles,23,1016,,
30,Experiment Group,grammatical,,,filler,1009,0.86,The knight protects the guarded fortress,24,1009,,
30,Experiment Group,nonhuman,,,test,5,0.98,The car runs on clean energy,25,52,,
30,Experiment Group,ungrammatical,,,filler,1017,0.02,The steady the sails captain ship,26,1017,,
30,Experiment Group,human,,,test,12,0.97,The chef features the brick oven,27,121,,
30,Experiment Group,grammatical,,,filler,1006,0.83,The horse chews the sweet apple,28,1006,,
30,Experiment Group,ungrammatical,,,filler,1023,0,The acclaimed honors artists gala the,29,1023,,
